"DI","PY","AU","TI","SO","AB","DT","CT","DE","TC","SC"
"10.1080/10095020.2024.2404719",2025,"HONG X;FU D;TANG J;LYNE V;LUO M;SU F","SHIP DETECTION IN REEFS AND DEEP-SEA WITH MEDIUM-HIGH RESOLUTION IMAGES","GEO-SPATIAL INFORMATION SCIENCE","ACCURATE AND EFFICIENT SHIP DETECTION IS CRUCIAL FOR OCEAN MONITORING AND MANAGEMENT, ESPECIALLY IN REEFS AND DEEP-SEA, WHERE FISHING AND ILLEGAL ACTIVITIES THREATEN SUSTAINABILITY OF ECOSYSTEMS. OBTAINING THE SIZE OF SHIPS IN REEFS AND DEEP-SEA HELPS TO IDENTIFY SHIP TYPES AND TO ASSESS THE IMPACT OF SHIPS ON MARINE ECOSYSTEMS QUANTITATIVELY. SHIP DETECTIONS WERE MAINLY APPLIED AT COAST OR RIVER OF THE INLAND REGION USING HIGH SPATIAL RESOLUTION REMOTE SENSING DATA DUE TO ITS RICH DETAILS AND FREQUENT COVERAGE. HOWEVER, THE SHIPS LOCATED IN REEFS AND DEEP-SEA REGIONS WERE RARELY STUDIED BECAUSE OF PRICE, AND AVAILABILITY OF HIGH SPATIAL RESOLUTION REMOTE SENSING DATA. GLOBAL COVERED MEDIUM-HIGH RESOLUTION (10-30 M) REMOTE SENSING DATA (SUCH AS SENTINEL-2) MAKES IT POSSIBLE TO OBTAIN THE SPATIAL-TEMPORAL DISTRIBUTION OF SHIPS, ESPECIALLY SMALL SHIPS. THIS STUDY DEVELOPED A DEEP LEARNING SHIP DETECTION ALGORITHM - AN ENHANCED ROTATED-SHIP DETECTOR (RSHIPDET) TO DETECT SHIPS IN REEFS AND DEEP-SEA REGIONS. RSHIPDET WAS APPLIED TO NANSHA ISLANDS BASED ON TWO MEDIUM-HIGH RESOLUTION SHIP DETECTION DATASETS (SENTINEL2-SHIP AND SDGSAT-SHIP). THESE TWO DATASETS INCLUDE VARIOUS BACKGROUNDS OF REEFS AND DEEP-SEA, AND COMPLEX SCENARIOS SUCH AS CLOUD COVER AND PARALLEL SHIPS, ADAPTING RSHIPDET TO SHIP DETECTION UNDER COMPLEX CIRCUMSTANCES IN REEFS AND DEEP-SEA. THE RESULTS SHOWED THAT: (1) SMALL GAINS: GAINS OF 3.3% AND 8.7% AVERAGE-PRECISION (AP) COMPARED TO ROTATION-EQUIVARIANT DETECTOR (REDET) AND FASTER-RCNN ON SENTINEL2-SHIP DATASET; (2) STRONG GENERALIZATION CAPABILITIES: 77.4% AP ON SDGSAT-SHIP DATASET; (3) BETTER PERFORMANCE UNDER COMPLEX CONDITIONS: RSHIPDET OBTAINED MORE ACCURATE SHIP DETECTION RESULTS OVER REGIONS WITH CLOUD COVER, ISLANDS AND REEFS, DEEP-SEA, AND PORTS COMPARED TO OTHER CLASSICAL DETECTORS. OUR ALGORITHM COULD BE APPLIED FOR BETTER MANAGEMENT OF OCEAN RESOURCES AND ACTIVITIES IN REEFS AND DEEP-SEA.","ARTICLE",NA,"ROTATED-OBJECT DETECTION; MEDIUM-HIGH RESOLUTION OPTICAL IMAGERY; SDGSAT-1; SENTINEL-2; SHIP DETECTION; DEEP LEARNING; REEFS; DEEP-SEA",1,"REMOTE SENSING"
"10.1080/10095020.2024.2404719",2025,"HONG X;FU D;TANG J;LYNE V;LUO M;SU F","SHIP DETECTION IN REEFS AND DEEP-SEA WITH MEDIUM-HIGH RESOLUTION IMAGES","GEO-SPATIAL INFORMATION SCIENCE","ACCURATE AND EFFICIENT SHIP DETECTION IS CRUCIAL FOR OCEAN MONITORING AND MANAGEMENT, ESPECIALLY IN REEFS AND DEEP-SEA, WHERE FISHING AND ILLEGAL ACTIVITIES THREATEN SUSTAINABILITY OF ECOSYSTEMS. OBTAINING THE SIZE OF SHIPS IN REEFS AND DEEP-SEA HELPS TO IDENTIFY SHIP TYPES AND TO ASSESS THE IMPACT OF SHIPS ON MARINE ECOSYSTEMS QUANTITATIVELY. SHIP DETECTIONS WERE MAINLY APPLIED AT COAST OR RIVER OF THE INLAND REGION USING HIGH SPATIAL RESOLUTION REMOTE SENSING DATA DUE TO ITS RICH DETAILS AND FREQUENT COVERAGE. HOWEVER, THE SHIPS LOCATED IN REEFS AND DEEP-SEA REGIONS WERE RARELY STUDIED BECAUSE OF PRICE, AND AVAILABILITY OF HIGH SPATIAL RESOLUTION REMOTE SENSING DATA. GLOBAL COVERED MEDIUM-HIGH RESOLUTION (10–30 M) REMOTE SENSING DATA (SUCH AS SENTINEL-2) MAKES IT POSSIBLE TO OBTAIN THE SPATIAL-TEMPORAL DISTRIBUTION OF SHIPS, ESPECIALLY SMALL SHIPS. THIS STUDY DEVELOPED A DEEP LEARNING SHIP DETECTION ALGORITHM–AN ENHANCED ROTATED-SHIP DETECTOR (RSHIPDET) TO DETECT SHIPS IN REEFS AND DEEP-SEA REGIONS. RSHIPDET WAS APPLIED TO NANSHA ISLANDS BASED ON TWO MEDIUM-HIGH RESOLUTION SHIP DETECTION DATASETS (SENTINEL2-SHIP AND SDGSAT-SHIP). THESE TWO DATASETS INCLUDE VARIOUS BACKGROUNDS OF REEFS AND DEEP-SEA, AND COMPLEX SCENARIOS SUCH AS CLOUD COVER AND PARALLEL SHIPS, ADAPTING RSHIPDET TO SHIP DETECTION UNDER COMPLEX CIRCUMSTANCES IN REEFS AND DEEP-SEA. THE RESULTS SHOWED THAT: (1) SMALL GAINS: GAINS OF 3.3% AND 8.7% AVERAGE-PRECISION (AP) COMPARED TO ROTATION-EQUIVARIANT DETECTOR (REDET) AND FASTER-RCNN ON SENTINEL2-SHIP DATASET; (2) STRONG GENERALIZATION CAPABILITIES: 77.4% AP ON SDGSAT-SHIP DATASET; (3) BETTER PERFORMANCE UNDER COMPLEX CONDITIONS: RSHIPDET OBTAINED MORE ACCURATE SHIP DETECTION RESULTS OVER REGIONS WITH CLOUD COVER, ISLANDS AND REEFS, DEEP-SEA, AND PORTS COMPARED TO OTHER CLASSICAL DETECTORS. OUR ALGORITHM COULD BE APPLIED FOR BETTER MANAGEMENT OF OCEAN RESOURCES AND ACTIVITIES IN REEFS AND DEEP-SEA. © 2024 WUHAN UNIVERSITY. PUBLISHED BY INFORMA UK LIMITED, TRADING AS TAYLOR & FRANCIS GROUP.","ARTICLE",NA,"DEEP LEARNING; DEEP-SEA; MEDIUM-HIGH RESOLUTION OPTICAL IMAGERY; REEFS; ROTATED-OBJECT DETECTION; SDGSAT-1; SENTINEL-2; SHIP DETECTION",1,NA
"10.1080/10095020.2024.2404719",2025,"HONG X;FU D;TANG J;LYNE V;LUO M;SU F;MONTH = J","SHIP DETECTION IN REEFS AND DEEP-SEA WITH MEDIUM-HIGH RESOLUTION IMAGES","GEO-SPATIAL INFORMATION SCIENCE","ACCURATE AND EFFICIENT SHIP DETECTION IS CRUCIAL FOR OCEAN MONITORING AND MANAGEMENT, ESPECIALLY IN REEFS AND DEEP-SEA, WHERE FISHING AND ILLEGAL ACTIVITIES THREATEN SUSTAINABILITY OF ECOSYSTEMS. OBTAINING THE SIZE OF SHIPS IN REEFS AND DEEP-SEA HELPS TO IDENTIFY SHIP TYPES AND TO ASSESS THE IMPACT OF SHIPS ON MARINE ECOSYSTEMS QUANTITATIVELY. SHIP DETECTIONS WERE MAINLY APPLIED AT COAST OR RIVER OF THE INLAND REGION USING HIGH SPATIAL RESOLUTION REMOTE SENSING DATA DUE TO ITS RICH DETAILS AND FREQUENT COVERAGE. HOWEVER, THE SHIPS LOCATED IN REEFS AND DEEP-SEA REGIONS WERE RARELY STUDIED BECAUSE OF PRICE, AND AVAILABILITY OF HIGH SPATIAL RESOLUTION REMOTE SENSING DATA. GLOBAL COVERED MEDIUM-HIGH RESOLUTION (10–30 M) REMOTE SENSING DATA (SUCH AS SENTINEL-2) MAKES IT POSSIBLE TO OBTAIN THE SPATIAL-TEMPORAL DISTRIBUTION OF SHIPS, ESPECIALLY SMALL SHIPS. THIS STUDY DEVELOPED A DEEP LEARNING SHIP DETECTION ALGORITHM – AN ENHANCED ROTATED-SHIP DETECTOR (RSHIPDET) TO DETECT SHIPS IN REEFS AND DEEP-SEA REGIONS. RSHIPDET WAS APPLIED TO NANSHA ISLANDS BASED ON TWO MEDIUM-HIGH RESOLUTION SHIP DETECTION DATASETS (SENTINEL2-SHIP AND SDGSAT-SHIP). THESE TWO DATASETS INCLUDE VARIOUS BACKGROUNDS OF REEFS AND DEEP-SEA, AND COMPLEX SCENARIOS SUCH AS CLOUD COVER AND PARALLEL SHIPS, ADAPTING RSHIPDET TO SHIP DETECTION UNDER COMPLEX CIRCUMSTANCES IN REEFS AND DEEP-SEA. THE RESULTS SHOWED THAT: (1) SMALL GAINS: GAINS OF 3.3\% AND 8.7\% AVERAGE-PRECISION (AP) COMPARED TO ROTATION-EQUIVARIANT DETECTOR (REDET) AND FASTER-RCNN ON SENTINEL2-SHIP DATASET; (2) STRONG GENERALIZATION CAPABILITIES: 77.4\% AP ON SDGSAT-SHIP DATASET; (3) BETTER PERFORMANCE UNDER COMPLEX CONDITIONS: RSHIPDET OBTAINED MORE ACCURATE SHIP DETECTION RESULTS OVER REGIONS WITH CLOUD COVER, ISLANDS AND REEFS, DEEP-SEA, AND PORTS COMPARED TO OTHER CLASSICAL DETECTORS. OUR ALGORITHM COULD BE APPLIED FOR BETTER MANAGEMENT OF OCEAN RESOURCES AND ACTIVITIES IN REEFS AND DEEP-SEA.",NA,NA,NA,10,NA
"10.1080/2150704x.2021.1974599",2021,"ZHAO M;SUN D;MONTH = D","AN ANCHOR-FREE OBJECT DETECTION NETWORK FOR ARBITRARILY-ORIENTATED SHIPS IN LARGE-SCALE REMOTE SENSING IMAGES","REMOTE SENSING LETTERS","RELIABLE AND EFFICIENT SHIP DETECTION IS STILL A CHALLENGING TASK FOR LARGE-SCALE REMOTE SENSING IMAGES WITH COMPLEX BACKGROUND. SINCE SHIPS IN REMOTE SENSING IMAGES ARE USUALLY DENSELY DISTRIBUTED WITH DIFFERENT SIZES AND UNCERTAIN DIRECTIONS, ADOPTING THE COMMON HORIZONTAL BOUNDING BOX TO DETECT THE INCLINED SHIPS WITH LARGE ASPECT RATIO WILL LEAD TO INACCURATE DETECTION. IN THIS LETTER, A MULTITASK LEARNING OBJECT DETECTION FRAMEWORK CALLED MSRDNET IS PROPOSED TO DETECT SHIPS WITH ARBITRARILY ORIENTATIONS. CONVOLUTIONAL FEATURES ARE EXTRACTED BY THE BACKBONE WITH PARALLEL ATTENTION RESIDUAL BLOCK (PARB), WHICH COMBINES SPATIAL AND CHANNEL ATTENTION MODULE. THEN, A LIGHTWEIGHT CLASSIFIER IS DESIGNED AS A SUBTASK TO FILTER OUT A LARGE NUMBER OF BACKGROUND PATCHES. MOREOVER, THE ANCHOR-FREE DETECTOR WITH ORIENTATION REGRESSION IS DESIGNED AS THE OTHER SUBTASK FOR THE INCLINED AND DENSELY DISTRIBUTED SHIPS. THE PROPOSED ALGORITHM AND COMPARATIVE METHODS ARE TESTED ON TWO PUBLIC REMOTE SENSING IMAGE DATA SETS DOTA AND HRSC2016. THE EXPERIMENTAL RESULTS DEMONSTRATE THAT THE PROPOSED ALGORITHM OUTPERFORMS ALL THE COMPARED METHODS. THE CODE IS AVAILABLE FROM HTTPS://GITHUB.COM/SDY344/PAPER\_CODE.",NA,NA,NA,10,NA
"10.1080/2150704x.2025.2502175",2025,"ZHAO N;LI Z;CHEN E;ZHANG L;CAI J","GLOBAL ATTENTION FOCUSED ON DIFFICULT LAND AND SHIP REGIONS FOR SHIP DETECTION IN SAR IMAGES","REMOTE SENSING LETTERS","DETECTING ROTATING SHIP TARGETS IN SYNTHETIC APERTURE RADAR (SAR) IMAGES IS A CHALLENGING TASK; NOT ONLY DO THE COMPLEX NEARSHORE BACKGROUNDS AND NOISE HINDER THE ACCURACY OF DEEP LEARNING-BASED DETECTION METHODS, BUT THE ADDITIONAL INTRODUCTION OF ANGULAR INFORMATION FURTHER INCREASES THE COMPLEXITY OF THE DETECTION TASK. IN THIS PAPER, WE PROPOSE A GLOBAL ATTENTION MECHANISM FOR DIFFICULT REGIONS THAT AIMS TO IMPROVE THE ACCURACY WHEN DETECTING ROTATING SHIP TARGETS IN SAR IMAGES. THE CORE OF THE APPROACH IS TWO INNOVATIVE COMPONENTS: THE SEA BACKGROUND COARSE SEGMENTATION MODULE (SBCSM) AND THE LAND SHIP ATTENTION MODULE (L-SAM). THE SBCSM EFFECTIVELY ISOLATES THE BROAD, HOMOGENEOUS SEA SURFACE FROM THE MORE COMPLEX LAND-SHIP TARGET REGIONS, WHILE THE L-SAM UTILIZES THE TRANSFORMER’S GLOBAL INFORMATION PROCESSING CAPABILITIES TO FURTHER IDENTIFY TARGETS WITHIN THESE MIXED REGIONS. THIS APPROACH ENSURES THAT COMPUTATIONAL RESOURCES ARE FOCUSED ON COMPLEX REGIONS, ALLOWING L-SAM TO BE APPLIED TO DETAILED, LARGER-SCALE FEATURES FOR MORE ACCURATE DETECTION. THE SUPERIORITY OF OUR APPROACH IS DEMONSTRATED BY EXPERIMENTAL EVALUATIONS ON THREE PUBLICLY AVAILABLE DATASETS. THE STATE-OF-THE-ART (FORMULA PRESENTED.) (AVERAGE PRECISION AT INTERSECTION OVER UNION EQUAL TO 0.5) OF 0.920, 0.873 AND 0.952 IS ACHIEVED ON RSDD-SAR, HRSID, AND SSDD, RESPECTIVELY. © 2025 INFORMA UK LIMITED, TRADING AS TAYLOR & FRANCIS GROUP.","ARTICLE",NA,"ARBITRARY ORIENTATIONS; SHIP DETECTION; SYNTHETIC APERTURE RADAR; TRANSFORMER",0,NA
"10.1080/22797254.2021.1880975",2021,"SUN F;LI H;LIU Z;LI X;WU Z","ARBITRARY-ANGLE BOUNDING BOX BASED LOCATION FOR OBJECT DETECTION IN REMOTE SENSING IMAGE","EUROPEAN JOURNAL OF REMOTE SENSING","OBJECT LOCATION IS A FUNDAMENTAL YET CHALLENGING PROBLEM IN OBJECT DETECTION. IN THE REMOTE SENSING IMAGE, DIFFERENT IMAGING PROJECTION DIRECTIONS MAKE THE SAME OBJECT HAVE VARIOUS ROTATION ANGLES, AND IN SOME SCENES, THE OBJECT DISTRIBUTION IS RELATIVELY DENSE. MOST OF THE EXISTING DEEP LEARNING-BASED OBJECT DETECTION ALGORITHMS UTILIZE HORIZONTAL BOUNDING BOX TO LOCATE OBJECTS, WHICH CAUSES INACCURATE LOCATION OF THE OBJECTS WITH DENSE DISTRIBUTION OR ARBITRARY DIRECTION, THUS LEADING TO THE DETECTION MISSES. IN THIS PAPER, WE PROPOSE AN ARBITRARY-ANGLE BOUNDING BOX BASED OBJECT LOCATION AND EMBED IT INTO THE FASTER R-CNN, DEVELOPING A NEW FRAMEWORK CALLED ROTATED FASTER R-CNN (R-FRCNN) FOR OBJECT DETECTION IN REMOTE SENSING IMAGE. IN R-FRCNN, WE SPECIALLY IMPROVE ANCHOR RATIOS TO ADAPT TO THE OBJECTS LIKE SHIP WITH LARGE ASPECT RATIO AND INCREASE THE WEIGHTS OF THE HORIZONTAL BOUNDING BOX REGRESSION TO REDUCE THE INTERFERENCE OF THE ARBITRARY-ANGLE BOUNDING BOX ON THE HORIZONTAL BOUNDING BOX PREDICTION. COMPREHENSIVE EXPERIMENTS ON A PUBLIC DATASET AND A SELF-ASSEMBLED DATASET (WHICH WE MAKE PUBLICALLY AVAILABLE) SHOW THE SUPERIOR PERFORMANCE OF OUR METHOD COMPARED TO STANDALONE STATE-OF-THE-ART OBJECT DETECTORS.","ARTICLE",NA,"ARBITRARY ANGLE; BOUNDING BOX; OBJECT DETECTION; REMOTE SENSING IMAGE",13,"REMOTE SENSING"
"10.1080/22797254.2021.1880975",2021,"SUN F;LI H;LIU Z;LI X;WU Z","ARBITRARY-ANGLE BOUNDING BOX BASED LOCATION FOR OBJECT DETECTION IN REMOTE SENSING IMAGE","EUROPEAN JOURNAL OF REMOTE SENSING","OBJECT LOCATION IS A FUNDAMENTAL YET CHALLENGING PROBLEM IN OBJECT DETECTION. IN THE REMOTE SENSING IMAGE, DIFFERENT IMAGING PROJECTION DIRECTIONS MAKE THE SAME OBJECT HAVE VARIOUS ROTATION ANGLES, AND IN SOME SCENES, THE OBJECT DISTRIBUTION IS RELATIVELY DENSE. MOST OF THE EXISTING DEEP LEARNING-BASED OBJECT DETECTION ALGORITHMS UTILIZE HORIZONTAL BOUNDING BOX TO LOCATE OBJECTS, WHICH CAUSES INACCURATE LOCATION OF THE OBJECTS WITH DENSE DISTRIBUTION OR ARBITRARY DIRECTION, THUS LEADING TO THE DETECTION MISSES. IN THIS PAPER, WE PROPOSE AN ARBITRARY-ANGLE BOUNDING BOX BASED OBJECT LOCATION AND EMBED IT INTO THE FASTER R-CNN, DEVELOPING A NEW FRAMEWORK CALLED ROTATED FASTER R-CNN (R-FRCNN) FOR OBJECT DETECTION IN REMOTE SENSING IMAGE. IN R-FRCNN, WE SPECIALLY IMPROVE ANCHOR RATIOS TO ADAPT TO THE OBJECTS LIKE SHIP WITH LARGE ASPECT RATIO AND INCREASE THE WEIGHTS OF THE HORIZONTAL BOUNDING BOX REGRESSION TO REDUCE THE INTERFERENCE OF THE ARBITRARY-ANGLE BOUNDING BOX ON THE HORIZONTAL BOUNDING BOX PREDICTION. COMPREHENSIVE EXPERIMENTS ON A PUBLIC DATASET AND A SELF-ASSEMBLED DATASET (WHICH WE MAKE PUBLICALLY AVAILABLE) SHOW THE SUPERIOR PERFORMANCE OF OUR METHOD COMPARED TO STANDALONE STATE-OF-THE-ART OBJECT DETECTORS. © 2021 THE AUTHOR(S). PUBLISHED BY INFORMA UK LIMITED, TRADING AS TAYLOR & FRANCIS GROUP.","ARTICLE",NA,"ARBITRARY ANGLE; BOUNDING BOX; OBJECT DETECTION; REMOTE SENSING IMAGE",21,NA
"10.1093/icesjms/fsae166",2025,"HAN F;LIU Y;TIAN H;LI J;TIAN Y;MONTH = F","A COMPREHENSIVE FRAMEWORK INCORPORATING DEEP LEARNING FOR ANALYZING FISHING VESSEL ACTIVITY USING AUTOMATIC IDENTIFICATION SYSTEM DATA","ICES JOURNAL OF MARINE SCIENCE","AUTOMATIC IDENTIFICATION SYSTEM (AIS) HAS EMERGED AS A CRUCIAL AND COST-EFFECTIVE TOOL FOR MONITORING SHIP BEHAVIOR, WIDELY EMPLOYED IN VARIOUS FISHERIES. HOWEVER, EXTRACTING MEANINGFUL INSIGHTS FROM EXTENSIVE AIS DATA TO SUPPORT FISHERY RESEARCH REMAINS CHALLENGING. IN THIS STUDY, WE DEVELOPED A FRAMEWORK INTEGRATING DEEP LEARNING FOR MARINE FISHING ACTIVITY ANALYSIS, LEVERAGING AIS DATA ALONGSIDE MARINE ENVIRONMENTAL FACTORS. OUR APPROACH UTILIZED A TRANSFORMER-BASED MODEL WITH A MAJORITY VOTE FOR CLASSIFYING FISHING VESSEL TYPES. THE MODEL ACHIEVED HIGH ACCURACY, SURPASSING 90\% IN VESSEL TYPE CLASSIFICATION USING A SMALL SUBSET OF AIS RECORDS. OUR FRAMEWORK EMPLOYED THE TEMPORAL K-MEANS ALGORITHM TO EFFICIENTLY IDENTIFY FISHING BEHAVIOR, LEVERAGING THE TIME-SERIES INFORMATION OF AIS DATA. SUBSEQUENTLY, IT MAPPED FISHING HOURS ONTO SPATIAL GRIDS TO ANALYZE THE RELATIONSHIP BETWEEN FISHING ACTIVITY AND ENVIRONMENTAL FACTORS. CORRELATION ANALYSIS REVEALED DISTINCT PREFERENCES OF DIFFERENT VESSEL TYPES FOR ENVIRONMENTAL CONDITIONS, INFLUENCING THEIR SPATIAL DISTRIBUTIONS. TRAWLERS, FOR INSTANCE, EXHIBITED SENSITIVITY TO SEAFLOOR BOTTOM TEMPERATURE, WHEREAS SEINERS WERE PRIMARILY INFLUENCED BY SEA SURFACE DENSITY (SSD) AND SEA SURFACE TEMPERATURE AND GILLNETTERS BY SSD. THROUGH THIS FRAMEWORK, WE HAVE ESTABLISHED A COHERENT PROCESS TO DERIVE VALUABLE INSIGHTS ABOUT FISHERY RESOURCES FROM AIS DATA AND GUIDE FISHERIES MANAGEMENT.",NA,NA,NA,0,NA
"10.1109/access.2021.3075857",2021,"WU Y;ZHAO W;ZHANG R;JIANG F","AMR-NET: ARBITRARY-ORIENTED SHIP DETECTION USING ATTENTION MODULE MULTI-SCALE FEATURE FUSION AND ROTATION PSEUDO-LABEL","IEEE ACCESS","SHIP DETECTION IS SIGNIFICANT AND FULL OF CHALLENGES IN THE FIELD OF REMOTE SENSING. THE WIDELY ADOPTED HORIZONTAL BOUNDING BOX REPRESENTATION IS NOT APPROPRIATE FOR UBIQUITOUS ORIENTED SHIP OBJECTS. COMPLEX BACKGROUNDS, SMALL OBJECTS, AND THE DILEMMA OF LABELING SHIP DATASETS ARE ALL OBSTACLES THAT FURTHER LIMIT THE SUCCESSFUL OPERATION OF TRADITIONAL METHODS IN SHIP DETECTION. IN THIS PAPER, WE PROPOSE A MULTI-TASK ROTATION DETECTOR USING ATTENTION MODULE, MULTI-SCALE FEATURE FUSION AND ROTATION PSEUDO-LABEL, NAMELY AMR-NET. AMR-NET ADDS DEFORMABLE CONVOLUTION CHANNEL ATTENTION BLOCK (DCCAB) TO SUPPRESS BACKGROUND NOISE AND HIGHLIGHT THE FOREGROUND. FEATURE PYRAMID NETWORK (FPN) FUSES FEATURES FROM DIFFERENT SCALES, WHICH IS BENEFICIAL FOR SHIP DETECTION. WE PRESENT ADAPTIVE FPN (AFPN) TO DETERMINE THE OPTIMAL NUMBER OF PREDICTION LAYERS AUTOMATICALLY, WHICH CAN REDUCE THE DISTURBANCE OF HIGH-LEVEL DETECTION OF SMALL OBJECTS, DECREASE THE SIZE OF THE MODEL, AND ADAPT TO DIFFERENT SHIP DATASETS. TO ENABLE THE DETECTOR TO ACHIEVE EXCELLENT PERFORMANCE EVEN WHEN USING FEWER LABELED DATA, A SEMI-SUPERVISED PSEUDO-LABEL MODULE IS DESIGNED, NAMELY SELF-LEARNING ROTATION PSEUDO-LABEL (SRP). SRP ALLOWS THE DETECTOR TO ITERATIVELY SELF-LEARN THE OPTIMAL THRESHOLDS, AND USE THE THRESHOLDS TO REFINE HIGH-QUALITY ROTATION PSEUDO-LABELS FOR RETRAINING THE MODEL. SRP IS OPTIONAL. IF THIS MODULE IS SELECTED, THE DETECTOR BECOMES A SEMI-SUPERVISED DETECTOR. EXTENSIVE BOTH SUPERVISED AND SEMI-SUPERVISED EXPERIMENTS ON REMOTE SENSING PUBLIC DATASETS HRSC2016 SHOW THE STATE-OF-THE-ART PERFORMANCE OF OUR DETECTOR. EXPERIMENTS ON DOTA FURTHER ILLUSTRATE THE EFFECTIVENESS OF AMR-NET.",NA,NA,NA,0,NA
"10.1109/access.2021.3107358",2021,"SHI P;ZHAO Z;FAN X;YAN X;YAN W;XIN Y","REMOTE SENSING IMAGE OBJECT DETECTION BASED ON ANGLE CLASSIFICATION","IEEE ACCESS","ARBITRARILY-ORIENTED OBJECT DETECTION IS A CHALLENGING TASK. SINCE THE OBJECT ORIENTATION IN REMOTE SENSING IMAGES IS ARBITRARY, USING HORIZONTAL BOUNDING BOXES WILL LEAD TO LOW DETECTION ACCURACY. EXISTING REGRESSION-BASED ROTATION DETECTORS CAN LEAD TO THE PROBLEM OF BOUNDARY DISCONTINUITY. IN THIS PAPER, WE PROPOSE A REMOTE SENSING IMAGE OBJECT DETECTION METHOD BASED ON ANGLE CLASSIFICATION THAT USES ROTATION DETECTION BOUNDING BOXES WITH ANGLE INFORMATION TO DETECT OBJECTS. SPECIFICALLY, WE INCORPORATE THE NEURAL ARCHITECTURE SEARCH FRAMEWORK WITH FEATURE PYRAMID NETWORK (NAS-FPN) MODULE IN A DENSE DETECTOR (RETINANET) AND USE A BINARY ENCODING METHOD IN ANGLE CLASSIFICATION. THIS METHOD REDUCES THE BACKGROUND INFIUENCE, SO THAT THERE IS ALMOST NO OVERLAP BETWEEN DETECTION BOXES. BASED ON THE ANGLES OF THE DETECTION BOXES, WE CAN INFER THE INFORMATION OF THE MOTION DIRECTION OF THE TARGET AND FURTHER DETERMINE THE MOTION TRAJECTORY OF THE TARGET. WE CONDUCTED ABLATION EXPERIMENTS ON A LARGE PUBLICLY AVAILABLE FOR OBJECT DETECTION IN AN AERIAL IMAGERY (DOTA) TO VERIFY THE EFFECTIVENESS OF EACH MODULE IN THE METHOD AND COMPARED THE METHOD WITH SEVERAL OTHER DETECTION METHODS. THE EXPERIMENTAL RESULTS DEMONSTRATE THE EFFECTIVENESS OF OUR METHOD.","ARTICLE",NA,"REMOTE SENSING IMAGE; ANGLE CLASSIFICATION; ROTATION DETECTION FRAME; OBJECT DETECTION; DEEP LEARNING",20,"COMPUTER SCIENCE; ENGINEERING; TELECOMMUNICATIONS"
"10.1109/access.2024.3457619",2024,"ZHU S;WEI L","PEDNET: A PROPOSAL ENHANCEMENT DYNAMIC NETWORK FOR FINE-GRAINED SHIP DETECTION IN OPTICAL REMOTE SENSING IMAGES","IEEE ACCESS","FINE-GRAINED SHIP DETECTION (FGSD) REFERS TO IDENTIFY AND LOCALIZE DIFFERENT SHIPS IN OPTICAL REMOTE SENSING IMAGES, WHICH IS UTILIZED IN BOTH CIVILIAN AND MILITARY AREAS WIDELY. NEVERTHELESS, THE REGION PROPOSAL AS AN ESSENTIAL COMPONENT OF SHIP DETECTION AND RECOGNITION, IS RESTRICTED TO DESIGN A MULTITASK LEARNING OF FGSD, FROM PROPOSAL GENERATION, REPRESENTATION, AND UTILIZATION. IN THIS PAPER, WE PROPOSE A PROPOSAL ENHANCEMENT DYNAMIC NETWORK (PEDNET), TO DEAL WITH THE SUBTASKS OF FGSD BETTER. FIRST, THE LATERAL SCALE-EQUALIZING FEATURE PYRAMID NETWORK (LSE-FPN) IS DESIGNED TO DELIVER EQUALIZED SCALE FEATURES FOR THE SUBSEQUENT GENERATION OF MORE PRECISE PROPOSALS. SECOND, THE MULTI-CHANNEL FUSION NETWORK (MCFN) IS PROPOSED TO EXTRACT INDEPENDENT AND DISCRIMINATIVE FEATURE REPRESENTATIONS IN PROPOSALS. IN ADDITION, WE PRESENT AN ORIENTED DYNAMIC PREDICTION NETWORK (ODPN), WHICH EMPLOYS THE DYNAMIC TRAINING STRATEGY TO PROVIDE GUIDANCE FOR MODEL TRAINING, TO LEVERAGE HIGH-QUALITY PROPOSALS EFFECTIVELY FOR SHIP IDENTIFICATION AND LOCALIZATION. FINALLY, PEDNET IS TRAINED AND VALIDATED ON SHIPRSIMAGENET, FGSD2021, DOSR, AND MAR20 DATASETS. QUANTITATIVE AND QUALITATIVE EXPERIMENTAL RESULTS REVEAL THAT, COMPARED WITH CUTTING-EDGE DETECTORS, AP(50) OF THE PEDNET RECEIVED BY 74.58, 92.50, 61.28, AND 80.84, AP(75) RECEIVED BY 68.34, 86.26, 46.19, AND 69.18, AP (50:95) RECEIVED BY 56.25, 68.78, 40.17, AND 55.54 ON FOUR DATASETS, RESPECTIVELY. IT EFFECTIVELY PROVES THAT OUR METHOD ACHIEVES ADVANCED FGSD EFFECTIVENESS AND FAVORABLE GENERALIZATION PERFORMANCE.","ARTICLE",NA,"PROPOSALS; FEATURE EXTRACTION; MARINE VEHICLES; CONVOLUTIONAL NEURAL NETWORKS; DETECTORS; REMOTE SENSING; ACCURACY; DEEP LEARNING; DETECTION ALGORITHMS; COMPUTER VISION; OBJECT DETECTION; FINE-GRAINED SHIP DETECTION (FGSD); DEEP LEARNING; REMOTE SENSING IMAGES",1,"COMPUTER SCIENCE; ENGINEERING; TELECOMMUNICATIONS"
